open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
1305.9994605152,1320.3765852581,1304.2556544173,1312.483079996,1532046,600519.SH,2024-08-23,贵州茅台,NA,CNY
1314.3474684304,1320.7105055747,1301.5008118053,1309.7096862553,1562841,600519.SH,2024-08-26,贵州茅台,NA,CNY
1309.7096862553,1310.6372426903,1299.6085966779,1302.3541637255,1365740,600519.SH,2024-08-27,贵州茅台,NA,CNY
1302.3541637255,1304.1443476451,1275.3900981594,1288.3758882497,3166351,600519.SH,2024-08-28,贵州茅台,NA,CNY
1280.0278803345,1315.2750248654,1280.0278803345,1310.9155096208,2747161,600519.SH,2024-08-29,贵州茅台,NA,CNY
1310.6372426903,1352.4422112169,1303.2167912101,1338.6401714637,3873923,600519.SH,2024-08-30,贵州茅台,NA,CNY
1326.4057020857,1333.8261535659,1293.9412268599,1293.9412268599,3413459,600519.SH,2024-09-02,贵州茅台,NA,CNY
1296.7238961649,1312.4738044317,1292.1046651185,1307.8545733852,1788760,600519.SH,2024-09-03,贵州茅台,NA,CNY
1300.434121905,1316.3788170231,1298.3378443619,1298.579009035,1421109,600519.SH,2024-09-04,贵州茅台,NA,CNY
1299.0427872525,1305.0719040802,1295.7963397299,1303.1054844379,1450295,600519.SH,2024-09-05,贵州茅台,NA,CNY
1303.2167912101,1304.1443476451,1296.7238961649,1296.7238961649,1032104,600519.SH,2024-09-06,贵州茅台,NA,CNY
1280.0371558988,1292.7446790587,1270.826520499,1275.3900981594,2863755,600519.SH,2024-09-09,贵州茅台,NA,CNY
1270.7708671129,1292.0861139898,1270.7708671129,1278.1727674644,1980284,600519.SH,2024-09-10,贵州茅台,NA,CNY
1275.9466320204,1285.4819121724,1266.1145338091,1280.0278803345,2099577,600519.SH,2024-09-11,贵州茅台,NA,CNY
1280.0278803345,1284.6656625096,1238.2043606792,1238.3434941445,4794831,600519.SH,2024-09-12,贵州茅台,NA,CNY
1234.5776150183,1235.5051714533,1203.3189631579,1209.6541736091,5600511,600519.SH,2024-09-13,贵州茅台,NA,CNY
1205.8233655325,1205.8326410968,1174.8986339887,1175.1212475332,4618531,600519.SH,2024-09-18,贵州茅台,NA,CNY
1170.5762210015,1199.2191637151,1155.5776334472,1169.6486645665,5998821,600519.SH,2024-09-19,贵州茅台,NA,CNY
1170.112442784,1181.6141425783,1159.4733704743,1172.3571293568,3998184,600519.SH,2024-09-20,贵州茅台,NA,CNY
1176.1415596117,1199.7942487048,1169.3332953786,1170.1495450414,4554969,600519.SH,2024-09-23,贵州茅台,NA,CNY
1191.9934990863,1273.5349852893,1173.4423703858,1273.1639627153,10041281,600519.SH,2024-09-24,贵州茅台,NA,CNY
1298.6253868567,1323.6230327807,1295.5273483637,1297.6514526,7395380,600519.SH,2024-09-25,贵州茅台,NA,CNY
1298.5419067776,1419.0407632517,1294.8687832949,1418.2337891532,9727806,600519.SH,2024-09-26,贵州茅台,NA,CNY
1484.09029604,1511.1749439427,1451.9597411307,1511.1749439427,8792167,600519.SH,2024-09-27,贵州茅台,NA,CNY
1569.4254880623,1632.3880188718,1532.3232306613,1621.3686484237,15729341,600519.SH,2024-09-30,贵州茅台,NA,CNY
1771.6327908977,1771.6327908977,1558.4617710003,1598.179737548,19470947,600519.SH,2024-10-08,贵州茅台,NA,CNY
1576.8459395425,1576.8459395425,1474.8147316897,1479.5916473301,12019684,600519.SH,2024-10-09,贵州茅台,NA,CNY
1504.7377022836,1547.2383381365,1475.7422881247,1521.192553441,7460342,600519.SH,2024-10-10,贵州茅台,NA,CNY
1498.3746651394,1521.1554511836,1474.8147316897,1488.7188026507,4191471,600519.SH,2024-10-11,贵州茅台,NA,CNY
1496.1485296953,1503.2257852945,1466.6244083685,1485.9361333457,4481202,600519.SH,2024-10-14,贵州茅台,NA,CNY
1483.1627396049,1485.0085769106,1440.5044191581,1441.6545891376,4357143,600519.SH,2024-10-15,贵州茅台,NA,CNY
1429.2531596013,1437.5269630017,1400.6102168877,1412.2046723255,4666440,600519.SH,2024-10-16,贵州茅台,NA,CNY
1425.6542406334,1426.2664278805,1385.2220556307,1386.3258477883,3945955,600519.SH,2024-10-17,贵州茅台,NA,CNY
1384.8417574923,1454.2600810896,1371.8188651445,1429.3644663735,6861930,600519.SH,2024-10-18,贵州茅台,NA,CNY
1429.5592532249,1437.6846475957,1411.0081245244,1418.0482778662,4200790,600519.SH,2024-10-21,贵州茅台,NA,CNY
1415.9705514517,1447.1549987973,1413.7815182651,1431.2195792435,3626913,600519.SH,2024-10-22,贵州茅台,NA,CNY
1432.2491668864,1462.7101202126,1421.0164584583,1453.9447119017,4008846,600519.SH,2024-10-23,贵州茅台,NA,CNY
1447.915595074,1460.9013851643,1433.0839676779,1439.7530984458,2392280,600519.SH,2024-10-24,贵州茅台,NA,CNY
1434.9298049836,1460.706598313,1434.011524113,1445.9213487387,2774508,600519.SH,2024-10-25,贵州茅台,NA,CNY
1446.988038639,1451.6258208141,1411.9542320881,1451.6258208141,3912140,600519.SH,2024-10-28,贵州茅台,NA,CNY
1446.988038639,1465.5391673395,1419.1613455882,1420.663987013,4116578,600519.SH,2024-10-29,贵州茅台,NA,CNY
1414.5235634131,1438.8162664464,1413.0487486814,1421.0164584583,3200574,600519.SH,2024-10-30,贵州茅台,NA,CNY
1421.1555919235,1428.4369099385,1409.885781238,1417.1114458668,2995735,600519.SH,2024-10-31,贵州茅台,NA,CNY
1410.813337673,1433.1952744502,1410.627826386,1422.6396822196,3228392,600519.SH,2024-11-01,贵州茅台,NA,CNY
1433.0097631631,1437.7124742887,1417.3618861043,1436.0428727057,2909292,600519.SH,2024-11-04,贵州茅台,NA,CNY
1428.4369099385,1463.4057875389,1424.7359597627,1462.74722247,4564047,600519.SH,2024-11-05,贵州茅台,NA,CNY
1460.9013851643,1473.8778996903,1448.1196574897,1457.1911594242,3763143,600519.SH,2024-11-06,贵州茅台,NA,CNY
1449.2698274691,1533.7145653138,1449.1214184395,1529.6704192571,7473872,600519.SH,2024-11-07,贵州茅台,NA,CNY
1540.5692073686,1546.3386083945,1485.0271280393,1493.3380336972,6077120,600519.SH,2024-11-08,贵州茅台,NA,CNY
1474.8147316897,1493.3194825685,1453.6571694068,1482.2444587343,4385365,600519.SH,2024-11-11,贵州茅台,NA,CNY
1473.8871752547,1505.4240940455,1459.9274509076,1462.9420093214,4922266,600519.SH,2024-11-12,贵州茅台,NA,CNY
1454.4084901192,1471.7166931967,1448.1753108758,1464.1478326869,2912526,600519.SH,2024-11-13,贵州茅台,NA,CNY
1456.2636029892,1478.9423578256,1452.2287324969,1459.7883174423,2924814,600519.SH,2024-11-14,贵州茅台,NA,CNY
1455.3360465542,1469.0638817926,1440.4951435938,1446.0604822039,3376112,600519.SH,2024-11-15,贵州茅台,NA,CNY
1448.843151509,1461.819666035,1442.3502564638,1446.0604822039,2709219,600519.SH,2024-11-18,贵州茅台,NA,CNY
1451.6258208141,1455.6792424352,1414.5235634131,1430.2178182937,3326643,600519.SH,2024-11-19,贵州茅台,NA,CNY
1431.2195792435,1441.3948733358,1420.3671689538,1432.8984563909,2134455,600519.SH,2024-11-20,贵州茅台,NA,CNY
1432.026553342,1436.7756422893,1421.0164584583,1433.1952744502,1826179,600519.SH,2024-11-21,贵州茅台,NA,CNY
1429.5035998388,1435.6440234386,1398.5881438594,1398.5881438594,3343611,600519.SH,2024-11-22,贵州茅台,NA,CNY
1401.5377733227,1421.0164584583,1388.2458896088,1390.0082468354,3318556,600519.SH,2024-11-25,贵州茅台,NA,CNY
1390.0082468354,1408.8469180307,1381.02022498,1399.6826604527,2574479,600519.SH,2024-11-26,贵州茅台,NA,CNY
1399.6826604527,1411.8800275733,1395.9724347126,1409.0046026247,2593417,600519.SH,2024-11-27,贵州茅台,NA,CNY
1411.740894108,1414.5142878487,1393.1897654075,1408.0306683679,2395203,600519.SH,2024-11-28,贵州茅台,NA,CNY
1407.1031119329,1442.3502564638,1403.5876730442,1415.209955175,3608810,600519.SH,2024-11-29,贵州茅台,NA,CNY
1415.4511198481,1419.1520700239,1405.3407547064,1414.5235634131,2681954,600519.SH,2024-12-02,贵州茅台,NA,CNY
1413.5960069781,1418.1410335097,1406.2497600127,1416.13751161,2480662,600519.SH,2024-12-03,贵州茅台,NA,CNY
1409.9507101884,1413.2806377902,1400.6102168877,1409.885781238,2392389,600519.SH,2024-12-04,贵州茅台,NA,CNY
1401.4079154218,1407.900810467,1400.6102168877,1401.5377733227,1614147,600519.SH,2024-12-05,贵州茅台,NA,CNY
1403.3928861928,1427.4165978599,1398.8200329681,1410.8226132373,3203969,600519.SH,2024-12-06,贵州茅台,NA,CNY
1411.7594452367,1418.9016297864,1403.5783974798,1408.7727135159,1979986,600519.SH,2024-12-09,贵州茅台,NA,CNY
1456.2636029892,1465.288727102,1433.2416522719,1434.5495068453,6031210,600519.SH,2024-12-10,贵州茅台,NA,CNY
1428.4369099385,1442.3502564638,1420.0703508945,1424.3556616244,2967112,600519.SH,2024-12-11,贵州茅台,NA,CNY
1421.035009587,1452.5533772491,1418.2337891532,1452.3678659621,4193652,600519.SH,2024-12-12,贵州茅台,NA,CNY
1437.7217498531,1442.3409808995,1408.8469180307,1408.9582248029,4951197,600519.SH,2024-12-13,贵州茅台,NA,CNY
1410.813337673,1418.2337891532,1401.2687819566,1416.5641875702,3253710,600519.SH,2024-12-16,贵州茅台,NA,CNY
1415.4418442838,1455.3360465542,1410.8226132373,1445.1329257689,5417163,600519.SH,2024-12-17,贵州茅台,NA,CNY
1445.1050990759,1462.7564980344,1435.0225606272,1457.6549376418,4116226,600519.SH,2024-12-18,贵州茅台,NA,CNY
1451.755678715,1454.3435611687,1438.0185679123,1438.6493062881,2480932,600519.SH,2024-12-19,贵州茅台,NA,CNY
1442.4194385388,1452.4712404166,1431.953129367,1433.8184121897,2815774,600519.SH,2024-12-20,贵州茅台,NA,CNY
1434.7604742214,1448.8914046963,1429.1081020314,1438.0105882306,2160269,600519.SH,2024-12-23,贵州茅台,NA,CNY
1436.6445982847,1454.5437768863,1433.4321667568,1449.6638955623,2210492,600519.SH,2024-12-24,贵州茅台,NA,CNY
1449.6450543217,1449.6450543217,1437.6808665196,1441.354908443,1712339,600519.SH,2024-12-25,贵州茅台,NA,CNY
1445.1231565697,1449.626213081,1434.7604742214,1439.2729513531,1828651,600519.SH,2024-12-26,贵州茅台,NA,CNY
1440.3186402082,1447.007280633,1431.4632571106,1440.3845845504,2075932,600519.SH,2024-12-27,贵州茅台,NA,CNY
1445.0948947087,1454.506094405,1436.6445982847,1436.6445982847,2512982,600519.SH,2024-12-30,贵州茅台,NA,CNY
1437.0214230974,1455.485838918,1433.8278328101,1435.7025362531,3935445,600519.SH,2024-12-31,贵州茅台,NA,CNY
1435.7025362531,1436.1641466486,1394.2518068599,1401.7883031132,5002870,600519.SH,2025-01-02,贵州茅台,NA,CNY
1407.911706319,1408.3733167145,1382.0144210686,1389.5414967016,3262836,600519.SH,2025-01-03,贵州茅台,NA,CNY
1368.8161320051,1377.9164512309,1349.7864789655,1356.5693255934,4425512,600519.SH,2025-01-06,贵州茅台,NA,CNY
1360.959334661,1367.7704431499,1355.6272635618,1356.7577379998,2422118,600519.SH,2025-01-07,贵州茅台,NA,CNY
1356.5693255934,1367.7044988077,1344.0022180911,1358.9244806726,3525821,600519.SH,2025-01-08,贵州茅台,NA,CNY
1365.0384632581,1379.7252103317,1349.9560501312,1360.3375737201,2970565,600519.SH,2025-01-09,贵州茅台,NA,CNY
1363.2579660182,1367.8269668718,1352.8010774668,1352.8010774668,2187195,600519.SH,2025-01-10,贵州茅台,NA,CNY
1342.4383951185,1360.752081014,1339.6216296438,1360.3187324795,2108251,600519.SH,2025-01-13,贵州茅台,NA,CNY
1361.2325326502,1393.0082849781,1358.4534496568,1387.1863416225,3095657,600519.SH,2025-01-14,贵州茅台,NA,CNY
1382.0050004483,1389.164671889,1375.419986847,1386.0276053235,1839934,600519.SH,2025-01-15,贵州茅台,NA,CNY
1388.59943467,1396.7576918641,1358.4534496568,1362.5796813554,2634213,600519.SH,2025-01-16,贵州茅台,NA,CNY
1362.5891019758,1376.3526282583,1362.5796813554,1370.4647405605,1830894,600519.SH,2025-01-17,贵州茅台,NA,CNY
1376.3526282583,1403.4745941499,1375.4105662267,1389.3530842953,3140975,600519.SH,2025-01-20,贵州茅台,NA,CNY
1395.1938688916,1396.1359309233,1380.120876385,1383.0883717847,1685604,600519.SH,2025-01-21,贵州茅台,NA,CNY
1378.4911090702,1382.8999593784,1354.6852015301,1357.5113876251,2829384,600519.SH,2025-01-22,贵州茅台,NA,CNY
1365.9616840491,1382.94706248,1354.6852015301,1359.3955116884,2712504,600519.SH,2025-01-23,贵州茅台,NA,CNY
1358.4534496568,1363.9079888201,1347.4407445066,1352.8010774668,3136034,600519.SH,2025-01-24,贵州茅台,NA,CNY
1353.7431394985,1360.3093118591,1344.3413604225,1351.8495948148,2935646,600519.SH,2025-01-27,贵州茅台,NA,CNY
1356.5693255934,1359.3955116884,1320.9688014169,1322.4666800473,4075652,600519.SH,2025-02-05,贵州茅台,NA,CNY
1318.8962649473,1339.6027884032,1318.8962649473,1330.9829208135,2735582,600519.SH,2025-02-06,贵州茅台,NA,CNY
1331.7742529201,1359.0940518383,1322.0992758549,1352.8010774668,3724207,600519.SH,2025-02-07,贵州茅台,NA,CNY
1354.6852015301,1356.5693255934,1344.4073047647,1348.5712189446,2083979,600519.SH,2025-02-10,贵州茅台,NA,CNY
1351.8119123335,1352.7633949855,1333.8656306304,1335.8439608969,2357283,600519.SH,2025-02-11,贵州茅台,NA,CNY
1335.8439608969,1361.2796357518,1334.7888514214,1359.3955116884,2547579,600519.SH,2025-02-12,贵州茅台,NA,CNY
1359.4143529291,1389.7770122095,1351.3974050396,1380.1774001069,4338536,600519.SH,2025-02-13,贵州茅台,NA,CNY
1380.1774001069,1391.4256207649,1373.7336958103,1389.5414967016,2709992,600519.SH,2025-02-14,贵州茅台,NA,CNY
1395.1938688916,1408.3638960942,1382.0992066515,1386.3573270346,3247059,600519.SH,2025-02-17,贵州茅台,NA,CNY
1384.8311865433,1406.4891926512,1377.3700552525,1389.5414967016,2779992,600519.SH,2025-02-18,贵州茅台,NA,CNY
1389.5885998032,1407.8551825971,1380.0266701818,1404.6144892082,3239331,600519.SH,2025-02-19,贵州茅台,NA,CNY
1397.0779929549,1405.5282893789,1388.0247768306,1388.59943467,2374973,600519.SH,2025-02-20,贵州茅台,NA,CNY
1394.2518068599,1410.0125046496,1387.6667932586,1401.9861361399,3641783,600519.SH,2025-02-21,贵州茅台,NA,CNY
1401.7883031132,1412.640857718,1388.59943467,1393.3756891705,3474373,600519.SH,2025-02-24,贵州茅台,NA,CNY
1384.8406071636,1388.0247768306,1367.8740699734,1369.7581940367,2838743,600519.SH,2025-02-25,贵州茅台,NA,CNY
1371.1241839826,1380.0831939037,1361.2796357518,1375.419986847,2636609,600519.SH,2025-02-26,贵州茅台,NA,CNY
1375.4294074673,1403.5782209734,1369.7581940367,1399.489671756,4976217,600519.SH,2025-02-27,贵州茅台,NA,CNY
1399.4331480341,1439.8287679517,1396.1359309233,1413.8372764982,5612895,600519.SH,2025-02-28,贵州茅台,NA,CNY
1415.5424087755,1432.8669295378,1395.6648999074,1400.8650823222,3159566,600519.SH,2025-03-03,贵州茅台,NA,CNY
1398.9621170182,1399.9041790499,1380.3187094116,1384.9348133668,2521121,600519.SH,2025-03-04,贵州茅台,NA,CNY
1386.7153106066,1388.59943467,1375.5047724299,1381.4115013684,2460522,600519.SH,2025-03-05,贵州茅台,NA,CNY
1388.59943467,1422.7020802161,1386.7906755692,1418.7265784425,4216764,600519.SH,2025-03-06,贵州茅台,NA,CNY
1415.9192335882,1439.8099267111,1415.9192335882,1432.8763501581,3799135,600519.SH,2025-03-07,贵州茅台,NA,CNY
1431.7552963404,1438.4156749042,1418.8773083676,1434.6662680182,3136907,600519.SH,2025-03-10,贵州茅台,NA,CNY
1429.1081020314,1458.9526271945,1424.3977918731,1458.9526271945,3977560,600519.SH,2025-03-11,贵州茅台,NA,CNY
1457.3322805,1459.8946892261,1437.9163820275,1453.2060488013,2960396,600519.SH,2025-03-12,贵州茅台,NA,CNY
1454.5437768863,1465.3774902504,1442.1839230309,1448.674730429,2572439,600519.SH,2025-03-13,贵州茅台,NA,CNY
1457.9917239222,1533.6864081662,1451.7175907913,1533.6864081662,9291315,600519.SH,2025-03-14,贵州茅台,NA,CNY
1560.9967864641,1561.9294278755,1532.6218780705,1542.9657191781,5468913,600519.SH,2025-03-17,贵州茅台,NA,CNY
1549.7297245654,1556.2864763058,1527.7419967464,1529.9087394193,3161345,600519.SH,2025-03-18,贵州茅台,NA,CNY
1530.1819374085,1552.5182281792,1528.9666773876,1540.94028581,2738955,600519.SH,2025-03-19,贵州茅台,NA,CNY
1540.94028581,1542.7207830499,1502.6548848433,1511.067498786,3673677,600519.SH,2025-03-20,贵州茅台,NA,CNY
1506.3571886277,1518.7924074457,1477.9351771325,1482.5701223283,3361430,600519.SH,2025-03-21,贵州茅台,NA,CNY
1479.0373897095,1497.558329252,1471.8588770283,1491.2841961211,2556585,600519.SH,2025-03-24,贵州茅台,NA,CNY
1495.9945062794,1500.5164040314,1475.8909025238,1484.2187308837,1767438,600519.SH,2025-03-25,贵州茅台,NA,CNY
1481.6469015372,1490.8885300678,1479.9794517412,1484.6897618995,1432356,600519.SH,2025-03-26,贵州茅台,NA,CNY
1484.6897618995,1505.650642104,1482.2215593765,1496.9365683111,1795563,600519.SH,2025-03-27,贵州茅台,NA,CNY
1498.7547480322,1500.7048164377,1484.6897618995,1493.3661532111,1622789,600519.SH,2025-03-28,贵州茅台,NA,CNY
1489.3812308172,1495.0147617665,1469.6732931148,1470.5588314246,2108494,600519.SH,2025-03-31,贵州茅台,NA,CNY
1473.3850175195,1478.933762886,1462.2781061662,1465.8673625069,1855644,600519.SH,2025-04-01,贵州茅台,NA,CNY
1467.7326453296,1476.9648532399,1455.9568699338,1459.2729282852,2167401,600519.SH,2025-04-02,贵州茅台,NA,CNY
1441.354908443,1494.1103822161,1440.4222670317,1477.9822802341,3548050,600519.SH,2025-04-03,贵州茅台,NA,CNY
1431.9437087467,1447.8080333599,1377.29469029,1413.0930474932,10195267,600519.SH,2025-04-07,贵州茅台,NA,CNY
1425.3398539048,1455.485838918,1408.3827373349,1455.485838918,7387649,600519.SH,2025-04-08,贵州茅台,NA,CNY
1436.6634395254,1466.6021708916,1432.4524222438,1451.7552732726,5563004,600519.SH,2025-04-09,贵州茅台,NA,CNY
1461.1287904876,1464.9064592346,1439.4707843797,1459.2540870446,3862021,600519.SH,2025-04-10,贵州茅台,NA,CNY
1488.4297481652,1488.4297481652,1455.485838918,1478.0764864372,3263423,600519.SH,2025-04-11,贵州茅台,NA,CNY
1470.5305695636,1475.2691415829,1461.6375039847,1462.0708525193,2171144,600519.SH,2025-04-14,贵州茅台,NA,CNY
1462.0802731396,1474.3270795512,1455.485838918,1467.7326453296,2148928,600519.SH,2025-04-15,贵州茅台,NA,CNY
1462.0802731396,1484.6897618995,1447.9493426647,1468.8348579066,3115605,600519.SH,2025-04-16,贵州茅台,NA,CNY
1463.9643972029,1485.1607929153,1460.186728456,1479.0373897095,2384605,600519.SH,2025-04-17,贵州茅台,NA,CNY
1475.2691415829,1483.7476998678,1465.8485212662,1475.212617861,2029848,600519.SH,2025-04-18,贵州茅台,NA,CNY
1474.798110567,1474.798110567,1461.1382111079,1461.1382111079,1805703,600519.SH,2025-04-21,贵州茅台,NA,CNY
1460.1961490763,1466.1311398757,1453.7995478813,1459.0656746383,1843214,600519.SH,2025-04-22,贵州茅台,NA,CNY
1468.6747073612,1468.8819610082,1455.485838918,1462.0802731396,1866876,600519.SH,2025-04-23,贵州茅台,NA,CNY
1462.0802731396,1470.2573715744,1459.235245804,1462.3157886475,1487181,600519.SH,2025-04-24,贵州茅台,NA,CNY
1466.8847895011,1470.7472438309,1460.1961490763,1460.1961490763,1476490,600519.SH,2025-04-25,贵州茅台,NA,CNY
1462.0802731396,1464.9064592346,1456.9931381686,1460.1961490763,1465972,600519.SH,2025-04-28,贵州茅台,NA,CNY
1460.1961490763,1462.5889866367,1443.257873747,1454.5437768863,1892180,600519.SH,2025-04-29,贵州茅台,NA,CNY
1460.186728456,1475.8909025238,1456.7105195591,1457.3699629813,2575425,600519.SH,2025-04-30,贵州茅台,NA,CNY
1468.6747073612,1468.6747073612,1454.8546573568,1460.3845614826,1830026,600519.SH,2025-05-06,贵州茅台,NA,CNY
1479.0373897095,1479.0373897095,1460.3845614826,1464.9064592346,2746221,600519.SH,2025-05-07,贵州茅台,NA,CNY
1463.0223351713,1500.4975627908,1460.0359985309,1486.7528777488,3348106,600519.SH,2025-05-08,贵州茅台,NA,CNY
1487.5065273742,1504.8969924786,1483.7948029694,1498.9902635401,2367190,600519.SH,2025-05-09,贵州茅台,NA,CNY
1505.4151265961,1525.1324849187,1504.105660372,1511.5385298019,2473533,600519.SH,2025-05-12,贵州茅台,NA,CNY
1515.7024439818,1515.7024439818,1493.2719470079,1498.1612489523,2125829,600519.SH,2025-05-13,贵州茅台,NA,CNY
1497.8786303428,1549.6920420842,1496.1640774451,1540.2620011472,3946012,600519.SH,2025-05-14,贵州茅台,NA,CNY
1540.0830093612,1548.3637346195,1530.0312074834,1537.4546562929,2473285,600519.SH,2025-05-15,贵州茅台,NA,CNY
1539.3199391156,1542.1461252106,1520.6105871668,1520.6105871668,2293522,600519.SH,2025-05-16,贵州茅台,NA,CNY
1503.5310025327,1507.2992506594,1482.6925903924,1487.4971067538,3806283,600519.SH,2025-05-19,贵州茅台,NA,CNY
1488.4580100261,1502.4005280947,1483.841906071,1494.1103822161,1952153,600519.SH,2025-05-20,贵州茅台,NA,CNY
1493.1683201844,1503.4744788108,1489.3718101969,1489.3718101969,1979464,600519.SH,2025-05-21,贵州茅台,NA,CNY
1489.3906514375,1493.1588995641,1479.1315959127,1488.4580100261,1509024,600519.SH,2025-05-22,贵州茅台,NA,CNY
1483.9361122742,1495.9003000763,1480.6012126821,1481.4867509918,2153700,600519.SH,2025-05-23,贵州茅台,NA,CNY
1479.0373897095,1483.3991369161,1455.485838918,1460.6671800921,2708653,600519.SH,2025-05-26,贵州茅台,NA,CNY
1461.1382111079,1468.2978825486,1454.0821664908,1454.4495706831,1775213,600519.SH,2025-05-27,贵州茅台,NA,CNY
1454.534356266,1456.8612494842,1444.181094538,1447.9493426647,1626568,600519.SH,2025-05-28,贵州茅台,NA,CNY
1450.7755287597,1464.9064592346,1443.2390325064,1450.7755287597,2185958,600519.SH,2025-05-29,贵州茅台,NA,CNY
1450.9168380644,1455.485838918,1427.4500728557,1433.8184121897,3123918,600519.SH,2025-05-30,贵州茅台,NA,CNY
1420.6389643668,1430.9922260947,1417.8221988921,1421.5716057781,2897918,600519.SH,2025-06-03,贵州茅台,NA,CNY
1422.9846988256,1434.7604742214,1421.7788594251,1422.4759853285,2300809,600519.SH,2025-06-04,贵州茅台,NA,CNY
1426.2819159364,1428.1660399998,1415.1655839628,1426.2819159364,2321366,600519.SH,2025-06-05,贵州茅台,NA,CNY
1426.0935035301,1430.9639642338,1415.9192335882,1419.1128238755,2502307,600519.SH,2025-06-06,贵州茅台,NA,CNY
1417.8221988921,1421.2889871686,1399.6027191998,1400.0078058734,4495867,600519.SH,2025-06-09,贵州茅台,NA,CNY
1399.9041790499,1405.5565512399,1389.3530842953,1389.5509173219,3049220,600519.SH,2025-06-10,贵州茅台,NA,CNY
1391.2372083586,1407.4406753032,1390.5777649364,1394.2518068599,3089282,600519.SH,2025-06-11,贵州茅台,NA,CNY
1394.2518068599,1397.8975869225,1369.8524002399,1374.468504195,4990361,600519.SH,2025-06-12,贵州茅台,NA,CNY
1360.7238191531,1365.9616840491,1342.4949188404,1344.2754160803,5911325,600519.SH,2025-06-13,贵州茅台,NA,CNY
1320.017318765,1342.4760775998,1319.9984775243,1339.8854070127,4288787,600519.SH,2025-06-16,贵州茅台,NA,CNY
1337.7280849602,1344.3225191818,1330.3611598726,1344.3225191818,2723151,600519.SH,2025-06-17,贵州茅台,NA,CNY
1356.5693255934,1359.8100189824,1338.6795676122,1342.4383951185,3076099,600519.SH,2025-06-18,贵州茅台,NA,CNY
1343.3804571502,1350.606072933,1335.0714700309,1343.3804571502,2450072,600519.SH,2025-06-19,贵州茅台,NA,CNY
1341.1006670336,1357.6432763095,1337.9164973665,1345.8863421544,3481581,600519.SH,2025-06-20,贵州茅台,NA,CNY
1337.7280849602,1349.9748913718,1323.766725651,1337.7280849602,2672331,600519.SH,2025-06-23,贵州茅台,NA,CNY
1340.8839927663,1367.5726101233,1340.8839927663,1353.9315519048,3631151,600519.SH,2025-06-24,贵州茅台,NA,CNY
1355.7308903853,1365.2362962847,1338.2085365963,1352.6691887824,4105007,600519.SH,2025-06-25,贵州茅台,NA,CNY
1359.1432072065,1371.6300352586,1354.4174230514,1363.9458333804,3486025,600519.SH,2025-06-26,贵州茅台,NA,CNY
1363.9554386327,1366.8274090847,1347.7033516603,1347.7033516603,3824973,600519.SH,2025-06-27,贵州茅台,NA,CNY
1348.0971670066,1357.4430775409,1346.6563791544,1353.8795289199,3045730,600519.SH,2025-06-30,贵州茅台,NA,CNY
1353.3800557978,1356.2039999881,1347.914667212,1349.6340073822,1987819,600519.SH,2025-07-01,贵州茅台,NA,CNY
1353.8603184152,1358.9511021595,1344.7353286849,1353.9563709387,2621825,600519.SH,2025-07-02,贵州茅台,NA,CNY
1356.2616315022,1366.5296462619,1352.4195305631,1359.7195223473,2441267,600519.SH,2025-07-03,贵州茅台,NA,CNY
1359.8155748708,1375.3664784218,1354.350186285,1366.0781994016,2876691,600519.SH,2025-07-04,贵州茅台,NA,CNY
1366.1358309156,1367.3076717021,1354.350186285,1355.012948697,2385467,600519.SH,2025-07-07,贵州茅台,NA,CNY
1355.0225539493,1363.9458333804,1355.012948697,1360.2093902171,1867370,600519.SH,2025-07-08,贵州茅台,NA,CNY
1359.1432072065,1373.5222699711,1358.3459712616,1362.8700451174,2774532,600519.SH,2025-07-09,贵州茅台,NA,CNY
1362.9564923885,1379.487131679,1354.7247911265,1370.1892474064,3872503,600519.SH,2025-07-10,贵州茅台,NA,CNY
1366.9810931222,1400.4457923018,1366.9810931222,1370.6695100238,5724335,600519.SH,2025-07-11,贵州茅台,NA,CNY
1373.5510857281,1378.3345013973,1365.482673756,1367.4037242255,2778094,600519.SH,2025-07-14,贵州茅台,NA,CNY
1364.8871481104,1366.7601723182,1352.7268986382,1355.3011062674,3540578,600519.SH,2025-07-15,贵州茅台,NA,CNY
1354.350186285,1361.5349150411,1354.2925547709,1355.3299220244,2128605,600519.SH,2025-07-16,贵州茅台,NA,CNY
1358.163471467,1366.837014337,1357.1068937088,1360.4399162734,2310554,600519.SH,2025-07-17,贵州茅台,NA,CNY
1363.9458333804,1381.0527878117,1360.4687320305,1380.2747623715,4182341,600519.SH,2025-07-18,贵州茅台,NA,CNY
1380.2651571192,1389.6879096723,1378.353711902,1386.0379137802,2620331,600519.SH,2025-07-21,贵州茅台,NA,CNY
1386.998439015,1408.7063093209,1383.8094952355,1407.1502584405,4211898,600519.SH,2025-07-22,贵州茅台,NA,CNY
1411.0115698843,1435.9852259885,1410.9635436226,1417.2549839104,4504484,600519.SH,2025-07-23,贵州茅台,NA,CNY
1417.7352465278,1439.8273269276,1416.774721293,1432.6233876668,3880364,600519.SH,2025-07-24,贵州茅台,NA,CNY
1432.5273351433,1432.5273351433,1395.6431661279,1397.5642165975,4191126,600519.SH,2025-07-25,贵州茅台,NA,CNY
1395.6431661279,1397.5546113451,1379.6023947072,1381.8692342613,3858632,600519.SH,2025-07-28,贵州茅台,NA,CNY
